company_id,industry,country,year,ai_adoption_level,ai_investment_usd,automation_rate,cost_savings,revenue_impact,productivity_gain,employee_ai_training_hours,ai_maturity_score,deployment_count
CORP-01110,Technology,Germany,2026,0.5391,3839586,0.4494,2793677,2742504,0.476,90.2,7.3,28
CORP-05523,Retail,United States,2029,0.611,3388638,0.3671,755837,965786,0.3998,94.0,6.69,31
CORP-02597,Retail,India,2031,0.6782,2383607,0.4563,943615,1794677,0.3996,60.8,7.35,36
CORP-04660,Logistics,United States,2031,0.8473,2524308,0.796,1746973,1329560,0.7037,152.3,8.37,37
CORP-06732,Logistics,South Korea,2030,0.5664,5033535,0.568,1061244,1614625,0.4239,76.2,7.12,37
CORP-06046,Manufacturing,United States,2024,0.7141,4866466,0.7235,2306305,1721271,0.6243,133.5,6.79,28
CORP-07905,Telecom,South Korea,2015,0.01,1447800,0.0,90166,158699,0.0325,4.1,2.57,7
CORP-06560,Manufacturing,Sweden,2025,0.7454,4511338,0.6754,1926178,1910681,0.6119,110.3,7.02,30
CORP-02812,Manufacturing,China,2020,0.2057,2531946,0.2586,358551,-34235,0.1971,41.1,4.3,13
CORP-07263,Logistics,India,2015,0.5589,2156231,0.5671,726686,971047,0.4947,68.2,4.92,14
CORP-05977,Manufacturing,United States,2030,0.5923,3544189,0.5903,882745,763432,0.4354,107.7,7.18,35
CORP-06899,Manufacturing,China,2031,0.9432,9918055,0.9161,5775126,2627582,0.7648,135.7,8.72,40
CORP-07152,Technology,Japan,2028,0.7251,8687672,0.5869,5844447,3931003,0.5419,94.2,6.99,29
CORP-02399,Healthcare,United States,2034,0.8703,11703476,0.5411,5518468,4076962,0.6094,123.8,9.0,43
CORP-02153,Telecom,France,2024,0.3853,3641139,0.3117,1206155,1781662,0.2961,49.3,5.63,20
CORP-04740,Agriculture,Singapore,2026,0.5885,507471,0.4688,267284,315497,0.4197,93.3,6.25,27
CORP-01454,Financial Services,United States,2019,0.2695,6463993,0.1979,1263483,706424,0.2249,43.8,4.12,17
CORP-02149,Retail,China,2033,0.8992,3630936,0.7231,1940815,1802860,0.6632,125.4,8.64,45
CORP-01663,Agriculture,China,2029,0.7382,2638923,0.655,1068405,919563,0.5864,117.2,8.09,37
CORP-07687,Logistics,South Korea,2017,0.2822,1723423,0.2712,421377,559101,0.2732,42.6,3.8,14
CORP-01118,Retail,United States,2024,0.5252,3384753,0.4347,1483796,2845593,0.3672,91.9,6.85,26
CORP-02788,Technology,Brazil,2023,0.3882,2684123,0.3292,1153134,1157881,0.2544,29.6,4.95,20
CORP-01213,Healthcare,United States,2032,0.6064,6135542,0.379,2258581,3640654,0.3759,99.7,8.16,44
CORP-04933,Telecom,United States,2022,0.8018,6281005,0.5924,2247349,3908091,0.5568,140.6,7.47,27
CORP-00077,Technology,China,2028,0.8436,10093316,0.6014,7572019,12201042,0.5867,133.9,7.52,34
CORP-00864,Manufacturing,Netherlands,2019,0.3312,5397442,0.3505,1072470,1761918,0.2731,42.9,4.8,15
CORP-05962,Technology,India,2025,0.2816,3598039,0.2826,1138773,2700377,0.3081,33.6,4.61,18
CORP-06174,Logistics,China,2017,0.1626,2620269,0.161,619730,341707,0.1333,30.0,4.02,13
CORP-01726,Technology,United States,2020,0.3445,3723194,0.3086,1662641,1772744,0.2811,56.8,5.0,18
CORP-06087,Manufacturing,Japan,2018,0.2501,3389128,0.322,765098,1500923,0.2856,47.1,3.76,11
CORP-07427,Telecom,UAE,2024,0.289,2657282,0.184,836036,513505,0.2311,42.4,4.38,16
CORP-02770,Agriculture,United States,2029,0.4296,1292052,0.3152,258771,662735,0.2802,77.9,6.66,31
CORP-05376,Education,United States,2029,0.8209,1473670,0.3841,442974,637461,0.4241,137.8,8.79,40
CORP-04690,Financial Services,China,2031,0.6745,14099185,0.6098,4885926,10686582,0.4997,101.4,8.0,38
CORP-07918,Telecom,China,2031,0.7482,7235312,0.6083,3566540,1435460,0.6412,108.9,7.79,36
CORP-05616,Technology,China,2028,0.4028,4415043,0.2767,2169585,2327966,0.3501,63.0,6.19,26
CORP-03953,Education,United States,2027,0.8638,1057355,0.4587,253010,474045,0.5327,129.7,8.24,33
CORP-05603,Manufacturing,Germany,2015,0.2722,3404123,0.2448,499108,843022,0.2196,30.0,4.21,11
CORP-00169,Financial Services,Germany,2016,0.1756,4251085,0.1345,1190835,647506,0.1612,20.1,3.53,11
CORP-00800,Energy,Sweden,2026,0.6998,6562429,0.6722,3307358,2666185,0.5733,95.4,6.51,29
CORP-05607,Retail,Canada,2030,0.9152,6400367,0.6486,4250788,2691805,0.6368,127.6,9.55,47
CORP-00023,Financial Services,Japan,2024,0.6877,11328545,0.5289,5146751,8005392,0.5091,69.5,7.38,26
CORP-02953,Manufacturing,United States,2021,0.5176,4645581,0.4763,1401641,1195636,0.4149,67.6,6.33,20
CORP-00250,Agriculture,Sweden,2022,0.2426,785064,0.2044,170394,209111,0.1373,26.9,4.23,16
CORP-03856,Telecom,China,2022,0.6225,6006075,0.464,2275349,3253690,0.4898,91.8,6.46,26
CORP-05152,Manufacturing,United Kingdom,2026,0.37,4052447,0.39,765089,1562894,0.3147,49.7,6.14,25
CORP-00334,Energy,United States,2021,0.5224,7139432,0.5424,4790803,2522982,0.4495,81.2,5.36,19
CORP-02784,Technology,Canada,2035,0.8389,7391592,0.6453,10209659,11020536,0.5836,122.7,8.77,47
CORP-05169,Education,Japan,2030,0.6189,1246312,0.3331,307310,512315,0.3598,94.7,7.16,34
CORP-07313,Manufacturing,United States,2025,0.6189,2521348,0.6018,1071562,772187,0.5011,141.6,7.14,26
CORP-00992,Technology,India,2019,0.2477,4705756,0.2101,1197320,2471368,0.2386,31.2,3.86,12
CORP-07304,Logistics,Japan,2015,0.2247,3201606,0.2235,755199,536548,0.2321,30.0,3.29,8
CORP-06898,Manufacturing,United Kingdom,2031,0.8963,5553995,0.8947,1701531,1781769,0.6917,138.3,9.4,47
CORP-03682,Telecom,China,2023,0.2681,3394209,0.3145,990614,787962,0.2019,47.3,4.63,19
CORP-00610,Technology,United States,2025,0.2172,4836756,0.1956,1827066,1130003,0.1485,66.0,5.21,20
CORP-04837,Telecom,United States,2033,0.9877,18071075,0.7936,12033052,15491315,0.7779,169.8,9.89,52
CORP-06988,Healthcare,United States,2017,0.1797,4549744,0.1352,826173,443778,0.1292,46.1,4.22,13
CORP-02677,Manufacturing,France,2022,0.3123,2126660,0.3303,483492,569505,0.2985,50.1,4.06,15
CORP-07689,Healthcare,Germany,2028,0.9228,7278620,0.5741,4306700,3611289,0.6648,132.3,8.34,36
CORP-02401,Energy,Japan,2017,0.01,1699683,0.1247,266257,196245,0.0451,1.0,2.15,9
CORP-04525,Healthcare,United States,2021,0.5017,3505359,0.3278,609588,1198392,0.2822,87.6,6.31,20
CORP-00901,Telecom,Brazil,2033,0.6738,1990803,0.5862,663112,2377526,0.5121,74.3,7.23,37
CORP-00042,Energy,United States,2031,0.9284,8328670,0.8089,5221121,3428067,0.7272,159.5,9.05,44
CORP-02183,Manufacturing,France,2017,0.2859,1860479,0.3086,364856,391982,0.3181,55.7,4.46,13
CORP-04933,Manufacturing,China,2023,0.4054,3375961,0.3983,784318,1343828,0.306,69.1,5.75,23
CORP-06936,Financial Services,Germany,2017,0.4779,15931754,0.405,10999128,9423077,0.3461,77.0,4.93,16
CORP-00851,Energy,India,2020,0.1304,1009640,0.1855,116821,184857,0.092,25.1,3.67,14
CORP-04562,Telecom,Canada,2034,0.9637,5098254,0.6935,4264528,1591883,0.6835,130.3,9.09,46
CORP-00803,Telecom,Japan,2024,0.512,3601874,0.3673,1079579,1152506,0.3206,69.2,6.01,22
CORP-02804,Manufacturing,France,2018,0.2061,1362582,0.1907,387680,245438,0.1543,22.9,3.67,12
CORP-03851,Logistics,Australia,2027,0.5742,2468127,0.5422,1186009,1767387,0.4647,77.3,6.65,29
CORP-04592,Technology,China,2034,0.8766,15530167,0.6229,10004761,7934752,0.6337,130.7,8.81,43
CORP-06329,Agriculture,Germany,2023,0.2615,555108,0.3204,110419,65821,0.2941,30.2,4.41,16
CORP-02975,Healthcare,Brazil,2023,0.352,2259653,0.2455,637061,1028371,0.2578,33.0,4.75,17
CORP-07666,Technology,United States,2031,0.6264,9692172,0.4913,3308771,2436511,0.4285,89.3,7.94,40
CORP-00354,Education,South Korea,2019,0.1439,207119,0.0,15748,20249,0.0735,14.0,3.77,16
CORP-07014,Technology,United States,2031,0.8579,14964056,0.6576,3803991,8908785,0.6324,148.2,8.69,41
CORP-04188,Technology,United Kingdom,2019,0.3375,7579381,0.3299,5860913,5620795,0.2395,56.5,4.83,15
CORP-05609,Healthcare,Germany,2033,0.8508,4615487,0.478,990508,2962388,0.4689,129.0,8.95,45
CORP-01346,Manufacturing,China,2028,0.6138,2447962,0.5849,1054439,545326,0.4735,97.9,6.52,31
CORP-00246,Logistics,China,2021,0.1409,1276174,0.078,140571,279136,0.0396,16.5,4.2,14
CORP-06322,Financial Services,United States,2021,0.3583,7702216,0.3482,1697713,1119935,0.2694,63.0,5.03,19
CORP-02521,Financial Services,Brazil,2020,0.4612,3464483,0.3652,1008771,1367681,0.3583,43.4,5.45,20
CORP-01503,Financial Services,United Kingdom,2034,0.7323,6869913,0.6486,2969834,2506985,0.5359,114.2,8.43,43
CORP-03793,Education,Germany,2020,0.1022,379628,0.0543,69786,47842,0.084,21.1,3.53,12
CORP-05980,Healthcare,United States,2019,0.4621,5053877,0.2522,1701911,1926383,0.3574,93.4,5.6,18
CORP-06854,Energy,United States,2026,0.3632,4340240,0.3763,2007385,1437491,0.235,75.6,5.8,22
CORP-00595,Manufacturing,United States,2022,0.318,3477896,0.348,1418669,769867,0.3295,58.0,4.9,17
CORP-05107,Energy,Netherlands,2035,0.8003,5017391,0.6889,1500172,1899936,0.5307,90.3,8.53,42
CORP-06601,Manufacturing,Japan,2016,0.1107,2077459,0.1782,434936,314091,0.1713,18.5,3.46,11
CORP-03806,Logistics,India,2024,0.4495,1271254,0.4153,334829,407760,0.4052,50.5,5.61,20
CORP-05406,Agriculture,China,2034,0.8699,2479641,0.7796,1010030,1229533,0.6372,125.0,8.8,44
CORP-01315,Technology,Sweden,2029,0.7944,10086250,0.6106,8105988,5577815,0.6653,106.3,8.21,36
CORP-00868,Technology,Japan,2016,0.0564,1891827,0.0346,577017,514661,0.0928,1.0,2.59,8
CORP-05725,Logistics,Canada,2025,0.5124,3068659,0.423,796978,768886,0.4664,74.8,5.68,21
CORP-02385,Logistics,Netherlands,2023,0.0414,545224,0.077,99164,82688,0.0304,9.8,4.06,16
CORP-04922,Logistics,India,2018,0.01,419757,0.1032,77014,16215,0.0291,7.8,2.45,7
CORP-03842,Logistics,United States,2019,0.3267,1596187,0.3364,356848,258857,0.3131,45.8,4.57,14
CORP-07511,Financial Services,United States,2032,0.9537,11176426,0.8025,6208323,9283107,0.693,151.7,9.89,47
CORP-03084,Agriculture,India,2023,0.7223,780100,0.5859,240796,275812,0.5307,96.3,6.44,23
CORP-02481,Telecom,United States,2015,0.2357,3012147,0.2013,757868,487344,0.1784,46.1,3.12,9
CORP-00181,Manufacturing,United Kingdom,2035,1.0,7150785,0.95,3122878,2810717,0.8033,133.6,10.0,51
CORP-07073,Manufacturing,China,2016,0.3162,3076741,0.3128,837874,906334,0.2947,37.4,4.43,11
CORP-03107,Agriculture,Australia,2018,0.3386,637390,0.2118,215668,72512,0.2227,51.7,3.94,11
CORP-00041,Technology,India,2026,0.432,3318133,0.3157,1919741,765633,0.2427,50.4,6.13,26
CORP-04578,Energy,Singapore,2026,0.4266,8550742,0.4293,1567204,2930686,0.3563,77.7,6.27,25
CORP-02595,Retail,Japan,2031,0.687,2294011,0.4378,1193524,2017190,0.4505,84.8,8.45,42
CORP-05519,Energy,China,2019,0.3805,4851234,0.3945,1112680,1064137,0.3208,61.1,4.74,15
CORP-04188,Retail,Sweden,2018,0.2548,764350,0.2124,150988,100968,0.1562,44.1,4.04,12
CORP-01875,Technology,United Kingdom,2028,0.6553,6478346,0.5427,5057456,4220811,0.5037,94.2,7.1,29
CORP-07853,Retail,United States,2030,0.8247,4127566,0.5876,2109510,1940029,0.4798,161.1,8.51,41
CORP-03626,Healthcare,Canada,2026,0.8712,8612076,0.6011,2967941,3609313,0.6437,110.0,7.81,32
CORP-07541,Technology,Canada,2030,0.8039,10222521,0.6078,5765200,12273464,0.5666,100.1,8.28,40
CORP-03520,Financial Services,China,2016,0.2843,3219355,0.2728,1087389,880329,0.2682,31.4,4.08,13
CORP-03244,Retail,Japan,2030,0.6601,3166238,0.4445,2017295,1719124,0.4001,90.4,7.37,36
CORP-01283,Logistics,China,2023,0.3109,2065905,0.3144,692929,596609,0.2778,46.7,5.54,22
CORP-07256,Retail,Canada,2028,0.5655,2031896,0.4333,572790,618633,0.3619,71.2,6.98,31
CORP-01210,Financial Services,Japan,2024,0.7723,9690399,0.6208,5183069,3734601,0.547,94.5,7.8,30
CORP-07113,Manufacturing,China,2020,0.3976,5357752,0.3876,1285867,1705533,0.3509,61.4,5.12,16
CORP-04008,Manufacturing,United States,2031,0.6908,6337586,0.7024,1929854,1948831,0.574,118.1,8.35,40
CORP-05785,Manufacturing,United Kingdom,2026,0.4985,4220294,0.4372,858068,1920102,0.3944,82.0,6.8,30
CORP-00660,Manufacturing,Canada,2015,0.0618,2863986,0.0005,321487,195994,0.0383,5.1,2.41,8
CORP-03643,Technology,United States,2029,0.5096,7647989,0.365,4793893,3919641,0.356,93.5,6.88,31
CORP-02335,Telecom,China,2016,0.2617,2453639,0.2236,342209,501776,0.1912,27.3,3.0,12
CORP-05066,Technology,Brazil,2024,0.8011,4837299,0.6386,3682973,2870520,0.583,70.8,7.07,25
CORP-00477,Technology,Brazil,2019,0.4407,3019311,0.3816,1329146,1781412,0.3759,37.4,4.82,16
CORP-05930,Retail,India,2034,0.9811,2330741,0.6796,853714,1364164,0.667,110.0,9.27,47
CORP-03343,Healthcare,Canada,2025,0.2841,2836145,0.2607,1045620,752721,0.2647,56.5,4.82,19
CORP-03371,Logistics,Brazil,2023,0.467,1394914,0.3974,485761,348541,0.3871,50.9,5.02,18
CORP-00902,Technology,South Korea,2031,0.5445,4533664,0.3241,2361178,1708513,0.3526,64.4,7.43,35
CORP-06778,Healthcare,United Kingdom,2026,0.731,7564458,0.4937,1359545,4433354,0.5005,100.7,6.94,29
CORP-05524,Manufacturing,Sweden,2021,0.2936,2092600,0.3425,692910,369427,0.3582,25.7,4.47,15
CORP-07523,Healthcare,Germany,2016,0.0563,1968386,0.0022,218891,262643,0.0673,6.7,2.41,7
CORP-02549,Retail,United States,2032,0.9086,8054435,0.6345,3401012,3510896,0.5713,149.9,9.33,45
CORP-05943,Telecom,China,2030,0.6726,8281240,0.48,2805965,2708070,0.3954,108.0,7.68,35
CORP-07465,Financial Services,South Korea,2018,0.0375,1603930,0.0699,227300,87640,0.0398,5.0,2.93,11
CORP-01590,Technology,United Kingdom,2024,0.2697,2263699,0.2621,663592,752878,0.1645,34.6,5.01,22
CORP-03456,Agriculture,Singapore,2026,0.5875,1317018,0.499,302517,322092,0.4634,107.9,7.61,29
CORP-04428,Financial Services,Sweden,2016,0.1411,1762343,0.0547,213009,286779,0.0931,48.3,3.74,10
CORP-02240,Technology,Netherlands,2033,0.7236,9042930,0.5995,6713721,9929452,0.5297,117.8,7.95,38
CORP-01404,Retail,United States,2025,0.76,3379260,0.5627,1202410,4545973,0.5052,131.0,7.0,28
CORP-07156,Manufacturing,United Kingdom,2023,0.6607,2776655,0.7572,1256353,1173102,0.5772,104.9,7.62,28
CORP-05835,Financial Services,Sweden,2023,0.5983,8427346,0.5671,2366386,4414139,0.5246,87.3,6.91,25
CORP-02520,Financial Services,China,2032,0.9358,12506759,0.815,7732551,8920701,0.7738,135.5,8.91,42
CORP-07429,Telecom,United Kingdom,2027,0.4934,7514495,0.4481,2072577,1575267,0.4021,75.3,7.13,29
CORP-02143,Energy,Sweden,2020,0.4206,5611811,0.3296,1720313,1805507,0.3258,70.8,5.34,17
CORP-06806,Financial Services,United States,2019,0.1543,6910988,0.1361,2002986,1450249,0.0617,19.1,4.05,13
CORP-00660,Financial Services,United States,2026,0.7703,7010081,0.6228,2094444,5469962,0.5822,141.3,7.84,32
CORP-07366,Agriculture,China,2026,0.7958,1351486,0.6148,389158,362139,0.4862,113.8,7.6,30
CORP-04249,Logistics,United States,2018,0.3057,1671383,0.2757,362861,284688,0.2218,45.2,5.29,17
CORP-06597,Manufacturing,China,2026,0.3043,2975222,0.315,755832,646044,0.2385,38.4,5.06,21
CORP-05003,Financial Services,China,2015,0.4271,6788751,0.3556,3668007,1365656,0.3164,58.2,4.87,13
CORP-04482,Financial Services,China,2020,0.2592,3574294,0.2128,812325,1345083,0.1413,45.8,3.94,13
CORP-03080,Technology,United States,2032,0.853,5083270,0.691,3893424,2015123,0.6339,150.2,9.14,46
CORP-06727,Manufacturing,United States,2026,0.7729,4474151,0.7307,1205671,2081421,0.6391,135.5,7.32,32
CORP-06707,Technology,China,2021,0.4253,5050630,0.3981,2539438,2964894,0.2623,73.6,5.03,16
CORP-03968,Retail,United States,2025,0.6318,6369259,0.4277,2559473,1830895,0.5158,113.2,7.05,27
CORP-00847,Agriculture,United States,2022,0.5156,1299559,0.4488,168301,485120,0.412,80.5,5.64,23
CORP-05766,Education,China,2035,0.6002,763071,0.3941,253366,272857,0.4858,96.3,7.68,40
CORP-06948,Telecom,Germany,2027,0.3836,5450323,0.2656,2376235,2689379,0.3539,25.6,6.59,28
CORP-04311,Energy,United States,2034,0.9017,7660332,0.7621,2924600,2471208,0.7216,146.3,9.51,48
CORP-07584,Manufacturing,Germany,2030,0.607,4300394,0.5805,2312213,1127655,0.4769,99.6,7.38,36
CORP-00080,Manufacturing,China,2017,0.4168,5150588,0.472,1394368,1302527,0.3546,52.1,4.43,17
CORP-00910,Manufacturing,United Kingdom,2020,0.5206,4285953,0.473,2377252,866733,0.4282,79.5,4.98,16
CORP-00354,Manufacturing,United States,2017,0.5306,4825086,0.5798,1474512,2112705,0.4215,90.6,5.41,15
CORP-02668,Financial Services,Canada,2022,0.4115,8171860,0.3665,1829424,4032550,0.3025,52.3,5.17,18
CORP-02478,Manufacturing,China,2031,1.0,3922052,0.95,1710491,3132843,0.8701,137.2,9.19,42
CORP-07466,Financial Services,Canada,2033,0.8333,4096057,0.7569,1727083,3291621,0.7027,122.1,8.61,44
CORP-00896,Agriculture,France,2032,0.7941,2029497,0.6709,795854,623062,0.5718,81.2,8.85,41
CORP-05673,Healthcare,Japan,2035,0.6215,4680171,0.4149,1430340,1011652,0.4022,99.4,8.0,41
CORP-07030,Retail,China,2015,0.01,639903,0.0185,131542,245755,0.0254,1.0,2.63,8
CORP-04557,Healthcare,Brazil,2022,0.4571,3339771,0.3067,1064425,996713,0.3441,59.2,5.29,21
CORP-03014,Education,China,2019,0.332,1422625,0.1675,247790,-116976,0.1742,34.6,4.32,14
CORP-02375,Technology,China,2015,0.2653,6742142,0.1728,2510639,6435168,0.1389,56.1,3.34,9
CORP-05286,Education,India,2020,0.01,113292,0.0143,12994,12654,0.0494,9.2,3.17,12
CORP-05471,Financial Services,United Kingdom,2021,0.3931,4188556,0.335,1314958,2714175,0.2912,47.7,5.54,20
CORP-06109,Agriculture,India,2029,0.917,921823,0.775,410698,440127,0.6995,110.7,8.33,37
CORP-04190,Retail,Germany,2028,0.5476,2944786,0.392,1686404,926833,0.3289,81.0,6.0,24
CORP-02644,Technology,United States,2021,0.6204,10751691,0.4706,7794637,5671680,0.4533,109.1,6.28,21
CORP-05432,Logistics,Germany,2030,0.8719,4200538,0.7715,2685378,1537983,0.6521,120.4,8.6,39
CORP-01049,Manufacturing,Japan,2030,0.766,4727366,0.7298,1977214,1630255,0.6216,101.5,7.24,32
CORP-01511,Logistics,China,2026,0.9543,4155221,0.95,2085903,1924990,0.8315,136.4,8.06,32
CORP-00485,Manufacturing,Germany,2032,0.9856,8522548,0.95,4038101,2625888,0.7657,141.4,8.98,42
CORP-05354,Manufacturing,United Kingdom,2024,0.365,2323172,0.3421,812224,1295942,0.2794,64.1,5.26,19
CORP-01264,Financial Services,Germany,2030,0.701,5777340,0.5209,3482863,2276516,0.5746,103.4,8.34,38
CORP-03570,Manufacturing,United States,2024,0.8199,5285854,0.8317,2547999,3545078,0.7641,134.8,6.95,25
CORP-05529,Logistics,South Korea,2034,1.0,3995079,0.95,2526559,1237422,0.8189,130.5,9.61,50
CORP-07783,Financial Services,Singapore,2020,0.2461,3874367,0.1864,1115054,723314,0.1577,47.1,4.54,17
CORP-00939,Retail,Germany,2027,0.7388,2576672,0.4954,810647,2627270,0.4743,101.0,8.05,34
CORP-04512,Manufacturing,United States,2028,1.0,8929150,0.95,2821574,3719468,0.8334,177.9,8.84,38
CORP-06086,Manufacturing,India,2022,0.5103,2337948,0.514,630001,1182160,0.4381,75.3,5.37,19
CORP-00883,Education,United Kingdom,2034,0.9727,1151496,0.5599,207868,457185,0.5805,164.3,10.0,51
CORP-06075,Manufacturing,China,2034,0.7685,5051021,0.8325,1954450,2245718,0.7143,113.4,8.36,41
CORP-02443,Logistics,India,2021,0.445,2039780,0.4772,960875,923865,0.4337,56.6,4.86,17
CORP-02639,Retail,Netherlands,2030,0.8065,4803796,0.6382,2963202,2030222,0.5592,103.0,8.13,36
CORP-06392,Logistics,Netherlands,2029,0.956,4586022,0.9223,1723871,3189364,0.8478,113.6,8.87,38
CORP-07979,Retail,Singapore,2034,0.8355,3239562,0.6094,1601630,4896177,0.5317,145.0,8.38,42
CORP-04577,Financial Services,Canada,2034,0.8286,6164170,0.6679,2348318,4819555,0.632,124.8,8.59,46
CORP-05576,Healthcare,United States,2031,0.8202,13536534,0.5944,4625700,7016684,0.5036,131.3,8.46,38
CORP-00973,Healthcare,China,2024,0.398,4833021,0.2065,669284,1081406,0.3078,75.5,5.22,20
CORP-01294,Technology,South Korea,2034,0.5276,11502743,0.4082,4599340,8779446,0.3255,75.3,7.81,41
CORP-03540,Retail,South Korea,2015,0.01,586334,0.0,117161,115414,-0.0338,1.0,3.28,11
CORP-03365,Technology,Japan,2025,0.4338,5865876,0.3826,2105599,6637924,0.3449,55.1,5.62,21
CORP-04879,Healthcare,United Kingdom,2034,0.6778,6328370,0.4144,1671424,2740568,0.4393,124.5,8.54,41
CORP-06736,Retail,United States,2022,0.4721,2461547,0.3269,583898,1185085,0.3317,67.7,5.94,20
CORP-05037,Logistics,United Kingdom,2015,0.0607,1207003,0.0663,199469,185357,0.0464,1.0,2.93,9
CORP-04695,Healthcare,India,2015,0.1815,1569586,0.0856,371088,172381,0.1327,19.4,3.03,9
CORP-00302,Retail,China,2035,0.9507,1802207,0.6939,861110,1197432,0.705,141.0,9.84,50
CORP-05707,Energy,China,2024,0.419,3375715,0.4193,1018090,1418723,0.2981,70.8,4.58,17
CORP-07305,Financial Services,China,2022,0.2828,4350614,0.2512,1170151,1274586,0.234,45.1,4.33,17
CORP-06490,Manufacturing,United States,2018,0.2784,3950917,0.2793,868201,612795,0.2157,54.0,4.82,15
CORP-04524,Technology,China,2015,0.1491,1823406,0.1956,861386,683214,0.1829,11.8,3.25,11
CORP-05614,Manufacturing,Netherlands,2020,0.3554,3217928,0.3223,1032239,-552042,0.2873,53.7,4.7,17
CORP-05228,Logistics,Japan,2028,0.9126,3787835,0.8729,1629906,2071827,0.7546,131.9,8.2,33
CORP-02458,Logistics,United States,2027,0.4655,3393651,0.3882,874438,1511623,0.3607,69.3,6.71,26
CORP-00782,Education,Australia,2024,0.2277,329649,0.154,68904,43406,0.2201,19.9,4.72,17
CORP-00210,Retail,China,2032,0.9328,3899430,0.7029,1665805,1994193,0.6801,147.0,9.36,47
CORP-03412,Healthcare,Germany,2032,0.71,18099526,0.4896,7883354,7588177,0.4064,100.7,8.04,41
CORP-05436,Agriculture,United States,2015,0.3225,689992,0.1793,170476,144941,0.1627,46.5,5.35,13
CORP-05616,Agriculture,China,2025,0.374,1141053,0.3726,250387,337353,0.2866,67.1,6.09,22
CORP-02306,Retail,Sweden,2021,0.5897,1421243,0.3766,484393,778849,0.3883,96.2,6.2,21
CORP-02400,Logistics,India,2032,0.7651,2049238,0.7249,694444,-396600,0.5676,97.8,7.74,36
CORP-05850,Technology,United States,2023,0.4114,5631986,0.4006,4915960,1626717,0.3297,68.5,5.27,20
CORP-03915,Healthcare,China,2032,0.7436,9318150,0.4864,4570534,4508325,0.4724,116.9,8.09,40
CORP-07823,Financial Services,United States,2027,0.8459,20737667,0.6893,5630916,11296967,0.6199,137.7,8.17,34
CORP-06763,Logistics,China,2022,0.6147,5363160,0.5383,1288677,1343808,0.5074,79.6,5.55,20
CORP-05187,Telecom,United States,2027,0.7314,5691637,0.5973,2079943,1438527,0.5912,114.9,8.1,35
CORP-00944,Financial Services,Canada,2020,0.4596,4284801,0.397,1921513,2305983,0.3661,69.4,5.66,18
CORP-07291,Healthcare,United Kingdom,2027,0.4656,4572484,0.2968,1584428,1435053,0.2475,86.8,6.18,26
CORP-05212,Technology,Germany,2015,0.1752,3562700,0.102,1080522,639543,0.1468,31.6,2.83,7
CORP-01138,Telecom,China,2023,0.3749,5920019,0.3596,1808588,2463324,0.3183,58.5,5.46,20
CORP-02709,Manufacturing,South Korea,2017,0.1868,2207543,0.169,384140,227389,0.123,31.7,3.09,9
CORP-05830,Agriculture,South Korea,2022,0.3856,1139789,0.3593,285044,323310,0.3575,46.7,5.19,19
CORP-02439,Retail,South Korea,2021,0.3899,1067496,0.2868,262139,320387,0.2706,47.4,4.85,18
CORP-07166,Technology,United States,2020,0.1897,5652114,0.1352,1066893,6523602,0.1679,36.4,4.99,17
CORP-07662,Financial Services,Japan,2015,0.0677,999423,0.1683,240858,174999,0.0999,2.3,2.71,10
CORP-03083,Manufacturing,United States,2021,0.4877,5200743,0.4338,1980081,1778218,0.3439,75.7,5.9,25
CORP-04798,Retail,Canada,2034,0.8689,2780090,0.6201,1425904,2317744,0.5969,129.6,8.9,44
CORP-00699,Logistics,United States,2031,1.0,4978152,0.9205,2833707,2838257,0.7968,155.3,9.35,45
CORP-00914,Retail,United States,2034,0.9516,2972646,0.6725,1721962,4831564,0.6724,159.3,9.78,48
CORP-05956,Technology,South Korea,2019,0.3527,2336954,0.299,1683479,598950,0.2341,45.5,4.89,14
CORP-00645,Healthcare,China,2022,0.4633,2860522,0.2998,1031743,908691,0.2804,63.0,5.1,19
CORP-07388,Logistics,France,2017,0.2354,1674793,0.1777,445102,208794,0.0801,45.2,3.16,8
CORP-02247,Telecom,India,2033,0.7665,5047147,0.651,1767371,1845780,0.5446,76.3,8.1,39
CORP-02064,Energy,United States,2021,0.2805,4208309,0.2013,460081,588785,0.2063,31.1,5.34,19
CORP-01388,Financial Services,South Korea,2034,1.0,20697909,0.8776,9382541,10493765,0.8234,146.8,9.36,47
CORP-02320,Education,United States,2016,0.38,730135,0.2437,109321,185184,0.2633,68.4,4.72,13
CORP-00738,Logistics,United Kingdom,2015,0.382,2108919,0.3434,449292,446582,0.2738,54.9,3.18,9
CORP-03531,Telecom,Brazil,2015,0.01,561920,0.0161,91372,46003,0.0283,1.0,1.56,8
CORP-05274,Telecom,Sweden,2015,0.1937,765956,0.1789,172142,123868,0.1755,39.8,3.67,10
CORP-03330,Energy,United Kingdom,2028,0.8151,6713040,0.7056,2602154,3613694,0.7164,127.4,8.05,35
CORP-06425,Healthcare,India,2017,0.01,810888,0.0054,127326,-67828,0.0687,1.5,2.14,7
CORP-01624,Financial Services,United States,2020,0.43,9674025,0.4629,2598459,3921194,0.3696,69.2,6.16,22
CORP-01076,Logistics,Japan,2024,0.3881,2010487,0.3443,808241,573998,0.3517,53.4,5.81,23
